"metric","total_co_risk","unserved_co_risk","absolute_reduction","percent_reduction"
"simple_sum",190.641844043974,113.667396156001,76.9744478879729,40.3764704826386
"area_weighted_km2",4070.84141425293,2427.16279342192,1643.67862083101,40.3768767576188
